Date,DO_Areation_1,PH_Areation_1,ORP_Areation_1,MLSS_Areation_1,DO_Areation_2,PH_Areation_2,ORP_Areation_2,MLSS_Areation_2,DO_Anoxic_1,PH_Anoxic_1,ORP_Anoxic_1,MLSS_Anoxic_1,DO_Anoxic_2,PH_Anoxic_2,ORP_Anoxic_2,MLSS_Anoxic_2,TOC_in_total,TOC_in_735,TOC_in_711,TOC_in_707,TOC_in_703,TOC_out,water_quantity
2017/9/30,1.8,6.3,160.3,11690,2.2,6,264.3,7620,0,7.4,456,6550,0,7,145,10240,52,,,,,9.4,
2017/10/1,1.8,6.3,163,10300,2.2,6,264.3,7620,0,7.5,485,6535,0,7,144,10475,58,,,,,9.8,
2017/10/2,1.8,6.3,175,9890,2.7,6,265.8,7345,0,7.3,454,6550,0,6.9,102,10210,78,,,,,9.1,
2017/10/3,1.8,6.3,185.2,9525,3.2,6,274,7500,0,7.2,455,6605,0,7,107,10170,41,,,,,9.9,
2017/10/4,2,6.3,180.8,10695,2.8,6,269.5,8215,0,7.3,462,6540,0,6.9,92,10415,49,,,,,10.2,
2017/10/5,1.9,6.4,185.5,10695,1.9,6,257.8,7780,0,7.2,463,6435,0,7.1,44,9845,40,,,,,10.2,
2017/10/6,1.9,6.4,181.5,10315,2.8,6.1,255.5,7460,0,7.3,459,6640,0,7.1,8,10745,40,,,,,10.6,
2017/10/7,1.8,6.3,171,10855,4,6.2,266.8,8065,0,7.2,463,6865,0,7.1,87,10850,42,,,,,9.9,
2017/10/8,1.9,6.4,168,10240,3.9,6.1,275.3,8210,0,7.3,470,6705,0,7.1,129,10695,50,,,,,9.4,
2017/10/9,1.7,6.4,168,10430,2.9,6.1,270,8230,0,7.3,474,6970,0,7,144,11570,45,,,,,9.7,
2017/10/10,1.7,6.6,164,10650,3.4,6.1,265,8560,0,7.5,500,6935,0,7.1,165,11150,36,,,,,8.8,
2017/10/11,1.7,6.7,171,10340,6.1,6.5,255.8,8220,0,7.4,500,7110,0,7,152,12085,49,,,,,9.2,
2017/10/12,1.7,6.6,167.5,10935,5.2,6.5,250.3,8580,0,7.3,485,7190,0,7,153,11425,36,,,,,9.2,
2017/10/13,1.7,6.5,163.3,10930,3.4,6.3,257.3,8770,0,7.4,489,6880,0,7,155,11860,75,,,,,9.3,
2017/10/14,1.7,6.4,158.3,11875,2.6,6.2,258.8,8470,0,7.4,495,6850,0,7,167,11820,74,,,,,9,
2017/10/15,1.6,6.4,161,13945,1.5,6.2,247.3,8710,0,7.4,500,7830,0,6.6,154,15580,75,,,,,9.2,
2017/10/16,1.8,6.4,156,13590,2,6.1,247.3,9185,0,7.3,500,7125,0,7.1,172,11480,77,,,,,9.2,
2017/10/17,1.7,6.4,155,14850,2,6.2,261.5,9130,0,7.3,500,6990,0,7,167,11645,72,,,,,9.7,
2017/10/18,1.7,6.4,159,13605,3.5,6.3,274,9130,0,7.1,496,6775,0,6.8,157,11560,,,,,,9.1,
2017/10/19,1.5,6.3,172,10835,0.7,6.1,198,9515,0,7,487,7120,0,6.8,131,11480,76,,,,,7.9,
2017/10/20,1.9,6.3,165.5,14535,2.7,6.2,278,8970,0,7,483,6965,0,6.7,135,11845,79,,,,,8,
2017/10/21,1.8,6.3,151,14405,1.7,6.1,260.3,9770,0,7,500,6850,0,6.7,152,12170,79,,,,,7.7,
2017/10/22,1.6,6.3,160.5,15625,1.2,6.1,241.3,9720,0,6.9,482,6730,0,6.5,141,11825,83,,,,,,
2017/10/23,1.7,6.3,164,14755,1.1,6,246,10005,0,7.1,480,6865,0,6.7,136,11950,82,,,,,3.2,
2017/10/24,1.8,6.4,173,15290,1.8,6.1,246,9695,0,7.2,476,6895,0,6.7,121,10760,88,,,,,6.3,
2017/10/25,1.9,6.4,166.8,11730,2.4,6.1,264,9450,0,7.5,469,6825,0,7,4,11745,72,,,,,6.2,
2017/10/26,1.9,6.4,165.8,13895,2.5,6.2,241.8,8930,0,7.5,473,6640,0,7,14,11455,81,,,,,6.6,
2017/10/27,2,6.5,165,15520,1.7,6.1,234.8,9065,0,7.4,489,6525,0,6.9,59,11400,82,,,,,6.4,
2017/10/28,2,6.5,157.8,14660,1.6,6.1,228.8,8690,0,7.4,500,6560,0,7,125,11615,81,,,,,4.3,
2017/10/29,2.3,6.6,155,15775,1.9,6.2,187,8820,0,7.4,500,6520,0,7,160,10835,81,,,,,5.4,
2017/10/30,3,6.5,168,12500,2.8,6.3,164,8330,0,6.8,440,7655,0,6.9,52,12365,84,,,,,3,
2017/10/31,3.1,6.6,159.8,12535,3.4,6.4,145,9130,0,7.1,429,7825,0,6.7,19,12665,83,,,,,3.5,
2017/11/1,2.6,6.6,161,12735,4.2,6.5,148.5,8240,0,7.3,464,7010,0,6.8,119,11025,76,,,,,10.6,
2017/11/2,2.4,6.6,153,11040,3.3,6.4,138.5,8440,0,7.3,477,6890,0,6.7,116,10940,86,,,,,11.3,
2017/11/3,2.4,6.5,165.3,10820,4.7,6.3,252.5,8835,0,7.2,449,7085,0,6.6,63,11485,81,,,,,5.5,
2017/11/4,2.5,6.4,179,14700,6.6,6.3,267.5,9630,0,6.7,411,7570,0,6.6,20,12805,76,,,,,2.2,
2017/11/5,2,6.3,180,13450,3.5,6.1,261.5,8720,0,6.8,424,7165,0,6.8,27,11750,81,,,,,4.3,
2017/11/6,2.1,6.1,186.5,15710,2.4,5.9,262.8,8925,0,6.6,415,7340,0,6.4,80,12085,83,,,,,7.6,
2017/11/7,2.3,6.2,187,16100,1.4,5.9,251.3,10345,0,6.6,409,7305,0,6.5,100,12445,80,,,,,10.4,
2017/11/8,2.2,6.2,189.3,12955,2.1,6,246.5,9260,0,6.6,393,7655,0,6.5,116,12560,86,,,,,9.5,
2017/11/9,2.2,6.3,181.3,13565,1.7,6.1,221.8,8935,0,6.8,394,7500,0,6.5,7,12000,84,,,,,8.4,
2017/11/10,2.1,6.3,181.5,15655,1.6,6,155.3,9380,0,6.8,316,7540,0,6.4,46,11950,81,,,,,12.5,
2017/11/11,2.2,6.2,185.5,15360,2,6,180,9680,0,6.8,67,7290,0,6.5,60,11690,85,,,,,11.1,
2017/11/12,2.1,6.3,178,14400,1.5,6,136.5,9315,0,6.9,384,7670,0,6.5,54,12225,86,,,,,14.2,
2017/11/13,2,6.2,175,11535,1.9,6.2,174.8,9470,0,6.9,388,7390,0,6.5,52,11875,81,,,,,9.4,
2017/11/14,1.9,6.2,176.5,11030,1.3,5.9,178,9465,0,6.9,362,7315,0,6.6,48,11990,74,,,,,9.8,
2017/11/15,2,6.2,181,13630,1,5.8,171.3,9315,0,6.8,360,7485,0,6.5,55,11825,85,,,,,11.4,
2017/11/16,1.9,6.2,174.8,11575,1.2,5.9,170.5,8930,0,6.9,437,7705,0,6.7,26,12160,84,,,,,12.8,
2017/11/17,2.2,6.2,182.5,11320,1.1,5.9,208.3,9860,0,6.5,411,7790,0,6.8,45,12925,72,,,,,11.7,
2017/11/18,2.1,6.2,184.8,11825,1.2,5.8,234.5,9895,0,6.8,443,7270,0,6.7,42,12035,72,,,,,2.3,
2017/11/19,1.9,6.2,182.3,11575,1.6,5.9,257.3,9835,0,6.8,410,7095,0,6.5,73,12080,,,,,,,
2017/11/20,2.1,6.5,168.8,11695,2.5,6.3,236.3,9805,0,7,473,6850,0,6.7,30,11765,,,,,,,
2017/11/21,2,6.7,160.3,16070,3,6.5,228.3,9700,0,7.1,500,7050,0,7,66,12060,81,,,,,7.1,
2017/11/22,2.1,6.7,163.8,12105,4.5,6.6,235,9640,0,7.1,500,7000,0,7,101,11805,86,,,,, ,
2017/11/23,2,6.7,157.8,12895,4.2,6.5,231.8,10150,0,7.1,500,7120,0,7,120,12190,53,,,,,,
2017/11/24,2,6.7,155.5,11405,5,6.5,237.5,9850,0,7,500,7540,0,7,132,11890,76,,,,,,
2017/11/25,2,6.7,151,11170,4.9,6.5,234.8,10130,0,7,500,6745,0,7,117,11990,85,,,,, ,
2017/11/26,1.9,6.7,145.5,12795,5.1,6.5,233.8,9835,0,7.2,500,6755,0,7.1,101,11855,84,,,,, ,
2017/11/27,1.8,6.6,137.5,11590,3.2,6.4,226.5,9710,0,7.1,500,7020,0,6.9,96,12240,82,,,,,9.3,
2017/11/28,1.8,6.5,135.8,11910,2.9,6.3,221.5,10085,0,7.1,500,6900,0,6.9,36,12955,87,,,,,6.7,
2017/11/29,2,6.4,143.5,13370,4.2,6.2,225.5,10025,0,7,430,7185,0,6.8,63,12655,82,,,,,11.3,
2017/11/30,2.1,6.4,160,11460,4.3,6.2,224,10470,0,7,404,7390,0,6.8,78,13065,81,,,,,12.9,
2017/12/1,2,6.6,174.5,11525,4.3,6.4,219,9560,0,7.1,426,7400,0,7,82,12975,83,,,,,9.3,
2017/12/2,2,6.6,175.5,11830,5.2,6.5,220.3,10200,0,7.1,435,7140,0,7,87,12420,83,,,,,11.3,
2017/12/3,2,6.7,175.3,12160,6.9,6.5,218.5,10740,0,7.3,488,7700,0,7.1,92,12885,84,,,,,7.5,
2017/12/4,2,6.7,172,12210,5.2,6.5,211,9695,0,7.2,500,8225,0,7.1,96,12875,83,,,,,4,
2017/12/5,1.8,6.7,169,11975,6,6.6,209.1,12080,0,7.2,500,7950,0,7.1,95,12985,86,,,,,0,
2017/12/6,2,6.7,174.5,12535,7.2,6.6,211,9900,0,7.1,500,7850,0,7.2,95,14160,88,,,,,0,
2017/12/7,1.8,6.8,166,13105,6.1,6.6,205,11130,0,7.3,500,8150,0,7.1,91,13135,93,,,,,0,
2017/12/8,2,6.8,159.5,12265,6.4,6.7,202,10615,0,7.3,377,7715,0,7.1,68,17800,98,,,,,0,
2017/12/9,1.9,6.8,159.3,11890,6.9,6.7,203,12225,0,7.2,396,7790,0,7.1,62,135758,98,,,,,0,
2017/12/10,1.9,6.7,155.8,12095,6.2,6.6,198,10765,0,7.3,358,7575,0,7,46,13805,99,,,,,0,
2017/12/11,2,6.8,149.5,12360,5.1,6.7,191,11870,0,7.3,394,7050,0,7.2,14,11910,104,,,,,0,
2017/12/12,1.8,6.8,148.5,11615,5.6,6.7,193.3,10850,0,7.3,451,6960,0,7.1,34,12780,102,,,,,0,
2017/12/13,1.9,6.9,143.8,12055,4.6,6.7,186.3,10140,0,7.3,361,7490,0,7.1,67,13440,102,,,,,0,
2017/12/14,1.9,6.9,134.8,13100,4.6,6.7,183.3,10270,0,7.3,422,7005,0,7,97,13400,103,,,,,1.7,
2017/12/15,1.8,6.9,131.3,14585,4.2,6.7,181.3,10900,0,7.3,437,6870,0,7.2,119,12615,90,,,,,0.2,
2017/12/16,2,6.9,133.5,13570,6.3,6.7,188.8,10910,0,7.4,421,6925,0,7,143,12445,91,,,,,0,
2017/12/17,1.9,6.8,137.5,12050,6.4,6.7,186,10490,0,7.3,446,6760,0,6.9,157,12640,95,,,,,0,
2017/12/18,2,6.9,136.3,14905,6.1,6.7,182.8,10595,0,7.3,454,6625,0,6.9,149,12190,89,,,,,0,
2017/12/19,1.9,6.9,130.3,13440,6.5,6.8,182.5,10480,0,7.4,475,6705,0,7,148,10500,85,,,,,0,
2017/12/20,1.7,6.8,137.3,11995,6.4,6.8,182.8,11665,0,7.1,482,6835,0,7,142,12550,91,,,,,0,
2017/12/21,1.8,6.8,137,15655,5.8,6.7,180.3,10160,0,7.1,500,7050,0,7,140,13130,88,,,,,0,
2017/12/22,1.9,6.7,143,11625,7.2,6.7,193,10155,0,7.1,448,7090,0,7,135,13225,92,,,,,0,
2017/12/23,1.9,6.8,141.3,11560,4.4,6.6,178,10805,0,7.2,356,7030,0,7,137,13170,94,,,,,0,
2017/12/24,1.7,6.7,144.8,12330,7,6.7,200.3,10405,0,7.2,353,7150,0,7,119,12820,86,,,,,0,
2017/12/25,1.6,6.7,146.3,13455,6.6,6.6,197.5,11220,0,7.3,398,7300,0,7,119,13010,97,,,,,0,
2017/12/26,1.5,6.7,148.3,14165,5.2,6.6,195.3,10705,0,7.3,408,7100,0,7,129,13195,94,,,,,0,
2017/12/27,2.2,6.6,151.8,14140,5.4,6.5,198.8,10985,0,7.2,437,7210,0,6.9,122,13160,96,,,,,0,
2017/12/28,2.1,6.6,153,13360,4.6,6.4,208,11115,0,7.3,454,7155,0,6.8,110,11155,94,,,,,0,
2017/12/29,2.2,6.5,170,11660,5.6,6.4,225,11390,0,7.3,476,7135,0,6.7,75,13540,94,,,,,21.2,
2017/12/30,2.3,6.4,182.8,11875,3.8,6.2,233.3,12130,0,7.4,322,7100,0,6.6,13,13030,90,,,,,22.21,
2017/12/31,3.6,6.3,139.3,15780,2.8,6,241.8,11610,0,7.4,28,6850,0,6.6,5,13575,91,,,,,24.3,
2018/1/1,2.1,6.3,136.5,12055,3.3,6.1,248,11535,0,7.6,39,6655,0,6.6,22,12750,87,,,,,26.8,
2018/1/2,1.6,6.3,113.8,14860,3,6.2,241.5,11450,0,7.5,34,6795,0,6.7,18,12795,86,,,,,27.3,
2018/1/3,1.6,6.3,161.3,13325,3.1,6.1,239,11930,0,7.5,69,6745,0,6.7,10,13280,87,,,,,23.15,
2018/1/4,1.4,6.3,134,12350,2.8,6.1,239,11770,0,7.5,76,6845,0,6.7,12,13310,85,,,,,28.1,
2018/1/5,1.4,6.1,120,13915,3.8,6,258,12825,0,6.9,45,6885,0,6.7,4,13340,84,,,,,22.4,
2018/1/6,1.3,6.3,77.5,15135,3.7,6.2,219.8,11735,0,7.2,169,6825,0,6.9,17,13080,89,,,,,29.9,
2018/1/7,1.3,6.3,69.8,13310,3.6,6.1,208.8,12245,0,7.3,203,6815,0,6.8,21,12940,87,,,,,24.53,
2018/1/8,1.3,6.2,259,13565,3.3,6,227.8,12900,0,7.2,133,8045,0,6.8,31,13115,87,,,,,23.8,
2018/1/9,1.2,6.2,227,10705,4.4,6,255,11905,0,6.9,87,7605,0,6.8,33,13225,82,,,,,21.4,
2018/1/10,0.8,6.3,223.5,16350,5.1,6.1,262.8,12975,0,7.3,330,7240,0,6.9,28,13645,83,,,,,21.1,
2018/1/11,0.8,6.3,217,17415,4.7,6,252.8,15010,0,7.3,361,9255,0,6.9,35,13530,88,,,,,20.1,
2018/1/12,0.8,6.3,212,14880,4.3,6,241,12830,0,7.4,412,7155,0,6.8,34,13865,96,,,,,17.2,
2018/1/13,0.9,6.2,213,14135,4.4,6,237,13430,0,7.4,435,7590,0,7,47,14610,92,,,,,21.4,
2018/1/14,0.9,6.2,210.3,14045,4.3,6.1,232.8,12890,0,7.4,377,7195,0,7.4,34,13290,84,,,,,18.76,
2018/1/15,0.9,6.2,227,13670,4,6,242.5,11930,0,7.4,262,7215,0,7.1,42,13060,86,,,,,18.49,
2018/1/16,1,6.2,226,14140,2.5,6,229.8,12050,0,7.2,168,6885,0,7.2,50,14690,90,,,,,20.13,
2018/1/17,0.9,6.3,231,14920,3.1,6.1,249.8,11290,0,7.2,174,6850,0,7.2,53,12890,88,,,,,24.12,
2018/1/18,0.9,6.3,231,16740,2.9,6.2,217.5,11185,0,7.6,423,6645,0,7.1,60,12710,86,,,,,21.3,
2018/1/19,1,6.4,225,14300,3.3,6.2,190.3,12075,0,7.7,418,6395,0,7.4,5.8,13500,84,,,,,31.47,
2018/1/20,0.9,6.3,224.8,13275,3.4,6.1,172.8,11745,0,7.4,452,6640,0,7.2,53,11830,91,,,,,23.28,
2018/1/21,0.9,6.3,218,14620,4,6.2,156,11850,0,7.5,475,6400,0,7.3,49,12705,90,,,,,22.41,
2018/1/22,1,6.4,228,15415,3.6,6.2,158.8,10875,0,7.6,473,6250,0,7.3,47,12300,92,,,,,23.7,
2018/1/23,1,6.3,223,14235,3.4,6.1,190,11490,0,7.6,377,6740,0,7.3,57,12685,89,,,,,18.23,
2018/1/24,1,6.3,225,10510,3.9,6.1,252,12245,0,7.5,362,6955,0,7.4,58,13010,90,,,,,20.4,
2018/1/25,0.9,6.3,227,13500,3.4,6.1,248,12395,0,7.5,382,7110,0,7.3,61,13440,94,,,,,21.3,
2018/1/26,1.1,6.3,231.3,18330,4.2,6.1,250.8,12320,0,7.5,398,7370,0,7.4,55,13135,92,,,,,20.7,
2018/1/27,1.2,6.3,230.3,13925,4.4,6.1,232,12325,0,7.4,419,7310,0,7.3,58,13490,84,,,,,23,
2018/1/28,1.2,6.3,230,15405,4.9,6.2,216,11825,0,7.5,436,7110,0,7.3,50,13070,92,,,,,26.3,
2018/1/29,1.1,6,227,14298,4,6.2,194,12070,0,7.5,450,6900,0,7.3,48,12980,86,,,,,30,
2018/1/30,0.9,6.5,225.8,12675,4.1,6.2,170.8,11015,0,7.5,480,7535,0,7.4,59,12250,98,,,,,30,
2018/1/31,0.9,6.6,217,12595,3,6.2,132.5,11215,0,7.5,470,6620,0,7.2,56,12190,95,,,,,47.33,
2018/2/1,0.9,6.4,221,12080,2.4,5.8,184,11125,0,7.5,474,7160,0,6.8,72,11885,90,,,,,21.1,
2018/2/2,0.8,6.6,203,14735,2.6,6.1,219,11140,0,7.5,494,7425,0,7.2,49,12285,91,,,,,17.5,
2018/2/3,0.8,6.6,198.5,15645,3.6,6.1,248,11545,0,7.6,500,6670,0,7.2,39,12065,92,,,,,19.7,
2018/2/4,0.8,6.7,184.3,11950,4.1,6.2,242.5,10950,0,7.6,493,6900,0,7,25,12140,97,,,,,19.08,
2018/2/5,0.9,6.6,186,14635,4.8,6.1,248,11170,0,7.7,473,6865,0,7,11,12325,98,,,,,15.3,
2018/2/6,0.9,6.6,189,14245,5.2,6.1,247,11280,0,7.7,462,6760,0,6.9,40,11915,91,,,,,16.6,
2018/2/7,0.8,6.7,194.5,12795,5.5,6.2,249.8,10910,0,7.7,461,6425,0,7,45,11980,92,,,,,21.566,
2018/2/8,0.8,6.7,184,14730,4.1,6.1,235.8,11110,0,7.7,468,6610,0,6.9,22,12300,94,,,,,15.2,
2018/2/9,0.8,6.6,193,11955,4.4,6.2,240.1,10255,0,7.6,453,6485,0,6.8,9,12190,93,,,,,16.655,
2018/2/10,0.8,6.6,192,11785,4.5,6.1,238.3,10810,0,7.7,478,6375,0,6.9,18,11770,91,,,,,16.7,
2018/2/11,0.8,6.6,192.3,12130,4.1,6.1,235.3,10710,0,7.7,496,6470,0,6.9,31,12090,94,,,,,16.6,
2018/2/12,0.8,6.6,201,13495,3.1,6,244.8,10910,0,7.7,479,6625,0,7,38,12185,107,,,,,18.5,
2018/2/13,3.3,6.3,252,12920,2.8,6.1,279.3,12405,0,7.8,465,6165,0,7,56,11940,93,,,,,25.559,
2018/2/14,2.8,6.2,250,16790,3.4,6.1,304.8,10390,0,7.8,443,6360,0,7,66,11945,83,,,,,21.33,
2018/2/15,2.9,6.3,222.8,16250,2.4,6.1,293,11910,0,7.9,465,6225,0,7.3,68,12440,88,,,,,17.5,
2018/2/16,3,6.2,191.3,16190,2.9,6.1,275.3,11005,0,7.8,480,6315,0,7.1,75,11505,86,,,,,17.23,
2018/2/17,2.8,6.3,192.5,11225,3.3,6.1,282.3,9855,0,7.7,495,8285,0,7.3,97,11330,82,,,,,17.6,
2018/2/18,2.9,6.2,189,14680,3.6,6.1,276.8,9820,0,7.6,487,6250,0,7.4,104,11320,86,,,,,14.94,
2018/2/19,2.6,6.2,199,12395,3.9,6.2,275,10910,0,7.6,484,6100,0,7.6,121,10955,85,,,,,17.7,
2018/2/20,2.7,6.2,198.3,10725,2.9,6.2,267,9570,0,7.6,482,6010,0,7.5,119,11350,92,,,,,13.278,
2018/2/21,2.5,6.2,185.8,11180,1.8,6.1,240.8,9365,0,7.5,433,6190,0,7.2,115,11050,88,,,,,10.633,
2018/2/22,3.3,6.1,191.5,10210,2.6,6.1,270,11300,0,7.5,450,6230,0,7.5,118,10975,80,,,,,11.228,
2018/2/23,2.5,6.2,186.5,106975,2,6.1,255,9165,0,7.6,446,5970,0,7.4,131,10695,82,,,,,14.6,
2018/2/24,2.6,6.2,186.3,11370,2.5,6.1,256.38,8770,0,7.6,472,6010,0,7.3,142,10935,91,,,,,17.4,
2018/2/25,2.8,6.2,196.5,11020,4.1,6.2,268,9320,0,7.6,483,6220,0,7.2,125,11140,85,,,,,17.6,
2018/2/26,2.7,6.3,197,10830,3.6,6.2,267,9478,0,7.6,470,6115,0,7.4,139,10790,85,,,,,18.84,
2018/2/27,2.6,6.2,202.5,11255,4.1,6.2,275,8660,0,7.5,483,6115,0,7.4,108,10725,83,,,,,16.3,
2018/2/28,2.6,6.2,185,11505,3.5,6.2,265.8,9735,0,7.6,491,6250,0,7.5,94,11300,91,,,,,18.48,
2018/3/1,2.5,6.2,185.5,11065,4,6.3,262.3,10320,0,7.5,500,6115,0,7.7,99,11120,84,,,,,17.2,
2018/3/2,2.4,6.3,180.8,11300,2.7,6.3,261.8,10165,0,7.4,498,6190,0,7.5,92,11435,91,,,,,17.6,
2018/3/3,2.5,6.2,179.8,11205,4,6.2,263.5,9300,0,7.5,500,6140,0,7.5,86,10910,94,,,,,19.8,
2018/3/4,2.5,6.2,170.5,12430,3.4,6.3,258.8,10360,0,7.4,499,6270,0,7.7,104,11415,88,,,,,13.043,
2018/3/5,2.5,6.2,166.3,11370,4.3,6.1,269.3,10015,0,7.4,464,6440,0,7.2,102,11270,90,,,,,14.4,
2018/3/6,2.3,6.2,163.3,11465,3.6,6.2,258,10205,0,7.4,484,6140,0,7.7,85,11280,90,,,,,13.735,
2018/3/7,2.2,6.3,203,11570,3.9,6.3,282,10700,0,7.3,472,6210,0,6.9,42,13345,85,,,,,14.527,
2018/3/8,2.1,6.3,177.3,11265,2,6.2,264.5,9845,0,7.5,493,6255,0,7.7,64,11300,84,,,,,12.688,
2018/3/9,2.6,6.2,185,12880,5.6,6.3,252.5,11365,0,7.3,457,6132,0,7,58,13335,87,,,,,15.154,
2018/3/10,1.6,6.3,171,11710,2.4,6.2,257.3,10175,0,7.3,500,6420,0,7.4,112,11840,93,,,,,15.394,
2018/3/11,1.2,6.3,173,12840,5.4,6.3,260.3,10500,0,7.4,500,6590,0,7.6,131,11805,91,,,,,14.211,
2018/3/12,1.2,6.4,188,11345,4.2,6.3,263.3,10030,0,7.5,487,6220,0,7.6,138,11660,91,,,,,13.287,
2018/3/13,1.7,6.3,188,11650,5.6,6.4,268,12260,0,7.2,471,6530,0,7.4,102,12410,92,,,,,14.1,
2018/3/14,1.3,6.3,179.5,11540,4.7,6.2,260.5,13335,0,7.3,473,6175,0,7.5,145,11665,89,,,,,16.878,
2018/3/15,1.5,6.3,186.5,11600,5.4,6.2,267,10920,0,7.3,447,6130,0,7.5,146,11800,89,,,,,13.48,
2018/3/16,1.2,6.4,174.3,11500,4.8,6.2,268.3,9880,0,7.3,450,6160,0,7.6,145,11870,91,,,,,15.637,
2018/3/17,0.5,6.4,173.3,11775,5.6,6.3,264,10735,0,7.1,432,6885,0,7.3,124,13445,91,,,,,14.313,
2018/3/18,0.4,6.5,175.8,11900,4.2,6.1,257.8,12505,0,7.1,467,6170,0,7.6,151,12120,98,,,,,15.1,
2018/3/19,0.9,6.2,204.5,12560,2.1,6.1,257.5,10205,0,7.2,464,6175,0,7.4,145,12190,91,,,,,14.718,
2018/3/20,0.8,6.3,213,11675,1.9,6.1,259.5,10445,0,7.1,478,6335,0,7.6,157,12200,93,,,,,15.833,
2018/3/21,0.8,6.2,208.5,11900,1.5,6,259.3,10460,0,7.1,492,6480,0,7.4,140,12900,89,,,,,14.357,
2018/3/22,0.8,6.3,202,13705,1.8,6.1,263,10740,0,7.1,493,6265,0,7.6,139,12230,90,,,,,13.1,
2018/3/23,0.8,6.2,201.5,13595,2.7,6.1,259.3,10980,0,7.1,497,6390,0,7.3,137,12765,87,,,,,14.789,
2018/3/24,0.9,6.3,205,15290,0.9,6.1,206.5,10905,0,7.1,500,6550,0,7.4,144,12950,94,,,,,18.6,
2018/3/25,0.9,6.3,194,13465,0.6,6.2,197,11165,0,7.1,500,6495,0,7.5,138,13195,94,,,,,17.6,
2018/3/26,1,6.2,198.5,11715,0.7,6.1,176.3,10700,0,7.1,486,6345,0,7.4,150,12230,86,,,,,15.154,
2018/3/27,0.9,6.2,196.8,13660,0.9,6.1,156,10520,0,7.1,494,6890,0,7.5,143,15260,92,,,,,13.281,
2018/3/28,1,6.3,183.3,12925,0.8,6.1,139,10385,0,7.1,500,6430,0,7.5,136,13055,97,,,,,19.85,
2018/3/29,1.1,6.3,174,13160,0.8,6.2,119.3,10940,0,7.2,500,6405,0,7.8,168,11640,91,,,,,14.9,
2018/3/30,0.9,6.3,168,13065,0.8,6.2,221,10755,0,7.1,488,6435,0,7.8,168,11425,87,,,,,16.5,
2018/3/31,0.9,6.3,166,12295,1.2,6.2,226,10445,0,7,479,7500,0,7.7,157,11280,92,,,,,16.7,
2018/4/1,0.8,6.3,164.8,14860,1.7,6.2,228,10440,0,7,494,7395,0,7.7,160,11385,91,,,,,19.16,
2018/4/2,0.5,6.3,161,11310,2.3,6.2,228.3,9630,0,6.8,494,7285,0,7.6,153,11015,83,,,,,13.365,
2018/4/3,0.7,6.3,154,11340,1.8,6.2,220,11900,0,6.9,496,7570,0,7.6,154,12260,82,,,,,15.682,
2018/4/4,0.7,6.3,159,11890,1.4,6.2,198.3,10705,0,6.8,493,7385,0,7.6,166,10915,88,,,,,13.507,
2018/4/5,0.6,6.3,155.8,12000,1.3,6.2,186.3,10795,0,6.9,490,8005,0,7.7,160,11805,82,,,,,13.461,
2018/4/6,0.7,6.3,145.5,11280,1.4,6.3,167,11565,0,6.9,492,7940,0,7.8,163,10865,81,,,,,13.138,
2018/4/7,0.7,6.3,148.8,11490,2.3,6.3,219.5,9850,0,6.9,495,7850,0,8,140,10805,84,,,,,13.6,
2018/4/8,0.7,6.3,150.5,11150,1.7,6.2,222.5,11150,0,6.9,480,8410,0,7.8,119,11410,79,,,,,14.915,
2018/4/9,0.7,6.3,155,13580,1.8,6.2,223.8,12010,0,6.7,470,8530,0,7.5,128,11295,77,,,,,13.921,
2018/4/10,0.8,6.1,162.3,11830,2,6.1,219.5,10605,0,6.5,469,8005,0,7.3,137,11360,78,,,,,13.422,
2018/4/11,0.7,6.2,161.8,12045,1.9,6.2,192,10200,0,6.8,464,7885,0,7.6,161,11050,77,,,,,14.1,
2018/4/12,0.7,6.1,166,11950,3.2,6.2,231,9645,0,6.7,410,9300,0,7.2,91,12350,77,,,,,13.712,
2018/4/13,0.7,6.2,161.5,10915,3.6,6.4,229,10230,0,6.8,438,9955,0,7.5,115,13040,75,,,,,13.258,
2018/4/14,0.8,6.3,154.8,12135,3.9,6.4,221.3,10015,0,6.9,382,9415,0,7.5,105,12780,81,,,,,13.5,
2018/4/15,0.7,6.3,160.8,14185,4,6.3,225.5,10640,0,6.9,425,9000,0,7.5,67,12300,79,,,,,15.341,
2018/4/16,0.7,6.2,166.3,11460,2.5,6.2,227.8,10260,0,6.7,426,10255,0,7.1,92,12685,81,,,,,13.412,
2018/4/17,0.7,6.3,159,13330,2.7,6.4,211.3,11575,0,6.8,450,20005,0,7.5,71,13155,79,,,,,13.714,
2018/4/18,1,6.2,181,11445,2.5,6.3,220.5,10790,0,6.4,400,20005,0,7.3,32,13395,75,,,,,13.644,
2018/4/19,1.1,6.2,191.3,14690,2.2,6.2,215.8,11255,0,7.4,253,9145,0,7.4,101,12490,65,,,,,13.686,
2018/4/20,1,6.2,191,12390,2.5,6.3,190.3,11350,0,7.5,196,20000,0,7.4,72,12400,79,,,,,25.275,
2018/4/21,1.2,6.3,195.8,12150,2.3,6.4,161.8,10350,0,7.5,201,20010,0,7.8,90,13455,80,,,,,22.118,
2018/4/22,0.8,6.3,164.8,13820,1.8,6.5,174.8,11520,0,7.9,207,20005,0,7.6,59,12150,84,,,,,16.5,
2018/4/23,0.8,6.2,163.5,12915,3.8,6.4,188.3,13045,0,7.5,208,20005,0,7.2,68,12950,88,,,,,20.732,
